Date,Temp Out,Humidity Out,Wind Speed,sum RainFall,RainDescription,Soil Moisture,Soil Temp,FDRS Index,FDRS Status
1/25/2023 0:30,23.4,96,6.4,10.8,Ringan,3,27.8,0.307216495,Sedang
1/25/2023 1:00,23.2,97,4.8,20.8,Sedang,3,27.2,0.285714286,Rendah
1/25/2023 1:30,23.2,98,1.6,1.4,Sangat Ringan,3,27.2,0.250505051,Rendah
1/25/2023 10:00,26.1,88,3.2,0,Tidak Hujan,3,26.7,0.329213483,Tinggi
1/25/2023 10:30,26.1,90,3.2,0,Tidak Hujan,3,26.7,0.321978022,Tinggi
1/25/2023 11:00,26.2,89,3.2,0,Tidak Hujan,4,27.2,0.326666667,Tinggi
1/25/2023 11:30,26.4,88,3.2,0,Tidak Hujan,4,27.2,0.33258427,Extreme
1/25/2023 12:00,26.4,88,3.2,0,Tidak Hujan,4,27.2,0.33258427,Extreme
1/25/2023 12:30,26.7,88,1.6,0,Tidak Hujan,4,27.8,0.317977528,Sedang
1/25/2023 13:00,26.6,86,3.2,0,Tidak Hujan,4,27.8,0.342528736,Extreme
1/25/2023 13:30,27,86,1.6,0,Tidak Hujan,4,27.8,0.328735632,Tinggi
1/25/2023 14:00,27.4,85,1.6,0,Tidak Hujan,4,27.8,0.337209302,Extreme
1/25/2023 14:30,28.2,83,1.6,0,Tidak Hujan,4,27.8,0.354761905,Extreme
1/25/2023 15:00,28.8,81,3.2,0,Tidak Hujan,4,28.3,0.390243902,Extreme
1/25/2023 15:30,28.7,82,1.6,0,Tidak Hujan,4,28.3,0.365060241,Extreme
1/25/2023 16:00,27.9,81,3.2,0,Tidak Hujan,4,28.3,0.379268293,Extreme
1/25/2023 16:30,27.7,86,3.2,0,Tidak Hujan,4,28.3,0.355172414,Extreme
1/25/2023 17:00,28.2,85,1.6,0,Tidak Hujan,5,28.9,0.346511628,Extreme
1/25/2023 17:30,28,88,0,0,Tidak Hujan,5,28.9,0.314606742,Sedang
1/25/2023 18:00,27.2,91,0,0,Tidak Hujan,5,28.9,0.295652174,Rendah
1/25/2023 18:30,26.5,93,0,0,Tidak Hujan,5,28.3,0.281914894,Rendah
1/25/2023 19:00,25.9,95,0,0,Tidak Hujan,5,28.3,0.269791667,Rendah
1/25/2023 19:30,25.4,95,0,0,Tidak Hujan,5,28.3,0.264583333,Rendah
1/25/2023 2:00,23.2,97,1.6,0.6,Sangat Ringan,3,26.7,0.253061224,Rendah
1/25/2023 2:30,23.1,97,0,0.2,Sangat Ringan,3,26.7,0.235714286,Rendah
1/25/2023 20:00,25.2,97,0,0,Tidak Hujan,5,28.3,0.257142857,Rendah
1/25/2023 20:30,24.8,96,0,0,Tidak Hujan,5,28.3,0.255670103,Rendah
1/25/2023 21:00,24.7,98,0,0,Tidak Hujan,5,27.8,0.249494949,Rendah
1/25/2023 21:30,24.7,97,0,0,Tidak Hujan,5,27.8,0.252040816,Rendah
1/25/2023 22:00,24.2,96,4.8,4.8,Sangat Ringan,3,27.8,0.298969072,Rendah
1/25/2023 22:30,24,96,3.2,1.4,Sangat Ringan,3,27.8,0.280412371,Rendah
1/25/2023 23:00,23.7,96,4.8,0.4,Sangat Ringan,3,27.2,0.293814433,Rendah
1/25/2023 23:30,23.8,96,4.8,0.8,Sangat Ringan,3,27.2,0.294845361,Rendah
1/25/2023 3:00,23,98,0,0.6,Sangat Ringan,3,26.7,0.232323232,Rendah
1/25/2023 3:30,22.9,98,1.6,0.6,Sangat Ringan,3,26.7,0.247474747,Rendah
1/25/2023 4:00,22.9,98,0,0.4,Sangat Ringan,3,26.7,0.231313131,Rendah
1/25/2023 4:30,22.8,98,0,0,Tidak Hujan,3,26.7,0.23030303,Rendah
1/25/2023 5:00,22.8,98,1.6,0,Tidak Hujan,3,26.7,0.246464646,Rendah
1/25/2023 5:30,22.9,98,1.6,0,Tidak Hujan,3,26.7,0.247474747,Rendah
1/25/2023 6:00,22.9,98,0,0,Tidak Hujan,3,26.1,0.231313131,Rendah
1/25/2023 6:30,22.7,98,0,0,Tidak Hujan,3,26.1,0.229292929,Rendah
1/25/2023 7:00,22.8,98,0,0,Tidak Hujan,3,26.1,0.23030303,Rendah
1/25/2023 7:30,22.9,98,0,0,Tidak Hujan,3,26.1,0.231313131,Rendah
1/25/2023 8:00,23.3,98,0,0,Tidak Hujan,3,26.1,0.235353535,Rendah
1/25/2023 8:30,23.8,97,1.6,0,Tidak Hujan,3,26.1,0.259183673,Rendah
1/25/2023 9:00,24.2,95,1.6,0,Tidak Hujan,3,26.1,0.26875,Rendah
1/25/2023 9:30,25.3,91,1.6,0,Tidak Hujan,3,26.7,0.292391304,Rendah
1/26/2023 0:00,23.7,96,3.2,0,Tidak Hujan,3,27.2,0.277319588,Rendah
1/26/2023 0:30,23.7,96,3.2,0,Tidak Hujan,3,27.2,0.277319588,Rendah
1/26/2023 1:00,23.6,96,4.8,0.4,Sangat Ringan,3,27.2,0.292783505,Rendah
1/26/2023 1:30,23.5,96,3.2,1.2,Sangat Ringan,3,26.7,0.275257732,Rendah
1/26/2023 10:00,23.8,96,1.6,0.2,Sangat Ringan,3,25.6,0.26185567,Rendah
1/26/2023 10:30,24,95,1.6,0.2,Sangat Ringan,3,26.1,0.266666667,Rendah
1/26/2023 11:00,24.2,95,1.6,0.2,Sangat Ringan,3,26.1,0.26875,Rendah
1/26/2023 11:30,24.3,95,1.6,0.2,Sangat Ringan,3,26.1,0.269791667,Rendah
1/26/2023 12:00,24.6,93,1.6,0,Tidak Hujan,3,26.1,0.278723404,Rendah
1/26/2023 12:30,24.9,93,0,0,Tidak Hujan,3,26.1,0.264893617,Rendah
1/26/2023 13:00,24.8,92,1.6,0,Tidak Hujan,3,26.7,0.283870968,Rendah
1/26/2023 13:30,24.9,94,1.6,0.2,Sangat Ringan,3,26.7,0.278947368,Rendah
1/26/2023 14:00,24.9,94,3.2,0,Tidak Hujan,3,26.7,0.295789474,Rendah
1/26/2023 14:30,24.9,93,3.2,0.2,Sangat Ringan,3,26.7,0.29893617,Rendah
1/26/2023 15:00,24.9,93,3.2,0,Tidak Hujan,3,26.7,0.29893617,Rendah
1/26/2023 15:30,25.2,94,3.2,0,Tidak Hujan,3,27.2,0.298947368,Rendah
1/26/2023 16:00,25.5,92,3.2,0,Tidak Hujan,3,27.2,0.308602151,Sedang
1/26/2023 16:30,25.3,91,3.2,0,Tidak Hujan,3,27.2,0.309782609,Sedang
1/26/2023 17:00,25.2,92,1.6,0,Tidak Hujan,3,27.2,0.288172043,Rendah
1/26/2023 17:30,25.3,93,0,0,Tidak Hujan,3,27.2,0.269148936,Rendah
1/26/2023 18:00,25,94,0,0,Tidak Hujan,3,27.2,0.263157895,Rendah
1/26/2023 18:00,25,94,0,0,Tidak Hujan,3,27.2,0.263157895,Rendah
1/26/2023 18:30,24.6,95,0,0,Tidak Hujan,3,27.2,0.25625,Rendah
1/26/2023 19:00,24.2,96,0,0,Tidak Hujan,3,27.2,0.249484536,Rendah
1/26/2023 19:30,23.9,97,0,0,Tidak Hujan,3,27.2,0.243877551,Rendah
1/26/2023 2:00,23.3,96,4.8,1.4,Sangat Ringan,3,26.7,0.289690722,Rendah
1/26/2023 2:30,23.1,97,3.2,1.2,Sangat Ringan,3,26.7,0.268367347,Rendah
1/26/2023 20:00,23.7,97,0,0,Tidak Hujan,3,27.2,0.241836735,Rendah
1/26/2023 20:30,23.7,97,0,0,Tidak Hujan,3,26.7,0.241836735,Rendah
1/26/2023 21:00,23.6,97,0,0,Tidak Hujan,4,26.7,0.240816327,Rendah
1/26/2023 21:30,23.6,97,0,0,Tidak Hujan,4,26.7,0.240816327,Rendah
1/26/2023 22:00,23.4,97,0,0,Tidak Hujan,4,26.7,0.23877551,Rendah
1/26/2023 22:30,23.4,98,0,0,Tidak Hujan,4,26.7,0.236363636,Rendah
1/26/2023 23:00,23.4,98,0,0,Tidak Hujan,4,26.7,0.236363636,Rendah
1/26/2023 23:30,23.6,96,3.2,0,Tidak Hujan,4,26.1,0.27628866,Rendah
1/26/2023 3:00,22.9,97,1.6,0.6,Sangat Ringan,3,26.7,0.25,Rendah
1/26/2023 3:30,22.8,96,0,0.6,Sangat Ringan,3,26.1,0.235051546,Rendah
1/26/2023 4:00,22.7,97,0,0,Tidak Hujan,3,26.1,0.231632653,Rendah
1/26/2023 4:30,22.7,97,0,0.2,Sangat Ringan,3,26.1,0.231632653,Rendah
1/26/2023 5:00,22.7,97,0,0.2,Sangat Ringan,3,26.1,0.231632653,Rendah
1/26/2023 5:30,22.7,97,0,0,Tidak Hujan,3,26.1,0.231632653,Rendah
1/26/2023 6:00,22.6,97,0,0.6,Sangat Ringan,3,26.1,0.230612245,Rendah
1/26/2023 6:30,22.6,98,0,0.2,Sangat Ringan,3,26.1,0.228282828,Rendah
1/26/2023 7:00,22.6,98,0,0.2,Sangat Ringan,3,26.1,0.228282828,Rendah
1/26/2023 7:30,22.6,98,0,0,Tidak Hujan,3,25.6,0.228282828,Rendah
1/26/2023 8:00,22.8,98,0,0,Tidak Hujan,3,25.6,0.23030303,Rendah
1/26/2023 8:30,23,98,0,0.2,Sangat Ringan,3,25.6,0.232323232,Rendah
1/26/2023 9:00,23.2,97,0,0.2,Sangat Ringan,3,25.6,0.236734694,Rendah
1/26/2023 9:30,23.6,96,1.6,0.2,Sangat Ringan,3,25.6,0.259793814,Rendah
1/27/2023 0:00,23.5,96,1.6,0,Tidak Hujan,4,26.1,0.258762887,Rendah
1/27/2023 0:30,23.4,97,0,0,Tidak Hujan,4,26.1,0.23877551,Rendah
1/27/2023 1:00,23.2,97,0,0,Tidak Hujan,4,26.1,0.236734694,Rendah
1/27/2023 1:30,22.9,97,0,0,Tidak Hujan,4,26.1,0.233673469,Rendah
1/27/2023 10:00,26.7,88,1.6,0,Tidak Hujan,5,26.1,0.317977528,Sedang
1/27/2023 10:30,27.2,85,1.6,0,Tidak Hujan,5,26.1,0.334883721,Extreme
1/27/2023 11:00,27.4,87,1.6,0,Tidak Hujan,5,26.7,0.329545455,Tinggi
1/27/2023 11:30,28.1,84,1.6,0,Tidak Hujan,5,26.7,0.349411765,Extreme
1/27/2023 12:00,28,85,1.6,0,Tidak Hujan,5,26.7,0.344186047,Extreme
1/27/2023 12:30,28.2,83,1.6,0,Tidak Hujan,5,27.2,0.354761905,Extreme
1/27/2023 13:00,28.5,83,1.6,0,Tidak Hujan,5,27.2,0.358333333,Extreme
1/27/2023 13:30,29.1,79,1.6,0,Tidak Hujan,5,27.8,0.38375,Extreme
1/27/2023 14:00,29.2,79,1.6,0,Tidak Hujan,5,27.8,0.385,Extreme
1/27/2023 14:30,29.2,77,3.2,0,Tidak Hujan,5,27.8,0.415384615,Extreme
1/27/2023 15:00,29.2,78,1.6,0,Tidak Hujan,5,28.3,0.389873418,Extreme
1/27/2023 15:30,29.1,80,1.6,0,Tidak Hujan,5,28.3,0.379012346,Extreme
1/27/2023 16:00,28.9,82,1.6,0,Tidak Hujan,5,28.3,0.36746988,Extreme
1/27/2023 16:30,28.3,84,3.2,0,Tidak Hujan,5,28.9,0.370588235,Extreme
1/27/2023 17:00,28.1,86,1.6,0,Tidak Hujan,5,28.9,0.34137931,Extreme
1/27/2023 17:30,27.5,88,1.6,0,Tidak Hujan,5,28.9,0.326966292,Tinggi
1/27/2023 18:00,27.1,90,1.6,0,Tidak Hujan,5,28.9,0.315384615,Sedang
1/27/2023 18:30,26.3,93,0,0,Tidak Hujan,5,28.3,0.279787234,Rendah
1/27/2023 19:00,25.7,95,0,0,Tidak Hujan,5,28.3,0.267708333,Rendah
1/27/2023 19:30,25.3,96,0,0,Tidak Hujan,5,28.3,0.260824742,Rendah
1/27/2023 2:00,22.9,98,0,0,Tidak Hujan,4,26.1,0.231313131,Rendah
1/27/2023 2:30,22.8,98,0,0,Tidak Hujan,4,26.1,0.23030303,Rendah
1/27/2023 20:00,24.9,96,0,0,Tidak Hujan,6,28.3,0.256701031,Rendah
1/27/2023 20:30,24.7,97,0,0,Tidak Hujan,6,27.8,0.252040816,Rendah
1/27/2023 21:00,24.6,98,0,0,Tidak Hujan,6,27.8,0.248484848,Rendah
1/27/2023 21:30,24.7,97,0,0,Tidak Hujan,6,27.8,0.252040816,Rendah
1/27/2023 22:00,24.9,95,3.2,0,Tidak Hujan,6,27.8,0.292708333,Rendah
1/27/2023 22:30,24.5,94,3.2,0,Tidak Hujan,6,27.2,0.291578947,Rendah
1/27/2023 23:00,24.2,95,1.6,0,Tidak Hujan,6,27.2,0.26875,Rendah
1/27/2023 23:30,23.9,95,0,0,Tidak Hujan,6,27.2,0.248958333,Rendah
1/27/2023 3:00,22.8,98,0,0,Tidak Hujan,4,26.1,0.23030303,Rendah
1/27/2023 3:30,22.7,98,0,0,Tidak Hujan,4,25.6,0.229292929,Rendah
1/27/2023 4:00,22.7,98,0,0,Tidak Hujan,4,25.6,0.229292929,Rendah
1/27/2023 4:30,22.6,98,0,0,Tidak Hujan,5,25.6,0.228282828,Rendah
1/27/2023 5:00,22.6,98,0,0,Tidak Hujan,5,25.6,0.228282828,Rendah
1/27/2023 5:30,22.5,98,0,0,Tidak Hujan,5,25.6,0.227272727,Rendah
1/27/2023 6:00,22.4,98,0,0,Tidak Hujan,5,25.6,0.226262626,Rendah
1/27/2023 6:30,22.4,98,0,0,Tidak Hujan,5,25.6,0.226262626,Rendah
1/27/2023 7:00,22.4,98,0,0.2,Sangat Ringan,5,25.6,0.226262626,Rendah
1/27/2023 7:30,22.7,98,0,0,Tidak Hujan,5,25.6,0.229292929,Rendah
1/27/2023 8:00,23.2,98,0,0,Tidak Hujan,5,25.6,0.234343434,Rendah
1/27/2023 8:30,24.1,94,1.6,0,Tidak Hujan,5,25.6,0.270526316,Rendah
1/27/2023 9:00,25.3,91,1.6,0,Tidak Hujan,5,25.6,0.292391304,Rendah
1/27/2023 9:30,26.5,89,1.6,0,Tidak Hujan,5,25.6,0.312222222,Sedang
1/28/2023 0:00,23.8,95,0,0,Tidak Hujan,6,27.2,0.247916667,Rendah
1/28/2023 0:30,23.8,95,1.6,0,Tidak Hujan,6,27.2,0.264583333,Rendah
1/28/2023 1:00,23.6,96,3.2,0,Tidak Hujan,6,26.7,0.27628866,Rendah
1/28/2023 1:30,23.5,96,1.6,0,Tidak Hujan,6,26.7,0.258762887,Rendah
1/28/2023 10:00,26.6,87,0,0,Tidak Hujan,7,26.1,0.302272727,Sedang
1/28/2023 10:30,28.1,83,1.6,0,Tidak Hujan,7,26.7,0.353571429,Extreme
1/28/2023 11:00,29.1,79,1.6,0,Tidak Hujan,6,26.7,0.38375,Extreme
1/28/2023 11:30,28.9,80,1.6,0,Tidak Hujan,6,27.2,0.37654321,Extreme
1/28/2023 12:00,28.7,80,1.6,0,Tidak Hujan,6,27.2,0.374074074,Extreme
1/28/2023 12:30,29.7,77,1.6,0,Tidak Hujan,6,27.8,0.401282051,Extreme
1/28/2023 13:00,30.2,77,1.6,0,Tidak Hujan,6,27.8,0.407692308,Extreme
1/28/2023 13:30,30.1,76,1.6,0,Tidak Hujan,6,28.3,0.411688312,Extreme
1/28/2023 14:00,29.8,78,1.6,0,Tidak Hujan,6,28.3,0.397468354,Extreme
1/28/2023 14:30,29.5,79,3.2,0,Tidak Hujan,6,28.9,0.40875,Extreme
1/28/2023 15:00,29.8,79,3.2,0,Tidak Hujan,6,28.9,0.4125,Extreme
1/28/2023 15:30,30.1,77,4.8,0,Tidak Hujan,6,28.9,0.447435897,Extreme
1/28/2023 16:00,30.1,73,4.8,0,Tidak Hujan,6,28.9,0.471621622,Extreme
1/28/2023 16:30,29.4,80,1.6,0,Tidak Hujan,6,29.4,0.382716049,Extreme
1/28/2023 17:00,29.2,82,1.6,0,Tidak Hujan,6,29.4,0.371084337,Extreme
1/28/2023 17:30,29.4,81,1.6,0,Tidak Hujan,6,29.4,0.37804878,Extreme
1/28/2023 18:00,29.3,81,3.2,0,Tidak Hujan,6,29.4,0.396341463,Extreme
1/28/2023 18:30,28.2,87,0,0,Tidak Hujan,6,28.9,0.320454545,Tinggi
1/28/2023 19:00,26.6,90,0,0,Tidak Hujan,6,28.9,0.292307692,Rendah
1/28/2023 19:30,25.7,93,0,0,Tidak Hujan,6,28.9,0.273404255,Rendah
1/28/2023 2:00,23.3,96,1.6,0,Tidak Hujan,6,26.7,0.256701031,Rendah
1/28/2023 2:30,23.2,96,3.2,0,Tidak Hujan,6,26.7,0.272164948,Rendah
1/28/2023 20:00,25.2,94,0,0,Tidak Hujan,7,28.9,0.265263158,Rendah
1/28/2023 20:30,24.8,96,0,0,Tidak Hujan,7,28.3,0.255670103,Rendah
1/28/2023 21:00,24.5,96,0,0,Tidak Hujan,7,28.3,0.25257732,Rendah
1/28/2023 21:30,24.3,97,0,0,Tidak Hujan,7,28.3,0.247959184,Rendah
1/28/2023 22:00,24,97,0,0,Tidak Hujan,7,27.8,0.244897959,Rendah
1/28/2023 22:30,23.8,97,0,0,Tidak Hujan,7,27.8,0.242857143,Rendah
1/28/2023 23:00,23.9,97,0,0,Tidak Hujan,7,27.8,0.243877551,Rendah
1/28/2023 23:30,23.8,97,0,0,Tidak Hujan,7,27.8,0.242857143,Rendah
1/28/2023 3:00,23.1,96,1.6,0,Tidak Hujan,6,26.7,0.254639175,Rendah
1/28/2023 3:30,23,96,1.6,0,Tidak Hujan,6,26.7,0.253608247,Rendah
1/28/2023 4:00,23,97,1.6,0,Tidak Hujan,6,26.1,0.251020408,Rendah
1/28/2023 4:30,22.9,97,1.6,0,Tidak Hujan,6,26.1,0.25,Rendah
1/28/2023 5:00,22.9,97,0,0,Tidak Hujan,7,26.1,0.233673469,Rendah
1/28/2023 5:30,22.8,97,0,0,Tidak Hujan,7,26.1,0.232653061,Rendah
1/28/2023 6:00,22.7,97,0,0,Tidak Hujan,7,26.1,0.231632653,Rendah
1/28/2023 6:30,22.6,98,0,0,Tidak Hujan,7,26.1,0.228282828,Rendah
1/28/2023 7:00,22.8,98,0,0,Tidak Hujan,7,26.1,0.23030303,Rendah
1/28/2023 7:30,23.1,97,1.6,0,Tidak Hujan,7,25.6,0.252040816,Rendah
1/28/2023 8:00,23.5,96,1.6,0,Tidak Hujan,7,25.6,0.258762887,Rendah
1/28/2023 8:30,24.2,95,0,0,Tidak Hujan,7,26.1,0.252083333,Rendah
1/28/2023 9:00,25,91,0,0,Tidak Hujan,7,26.1,0.27173913,Rendah
1/28/2023 9:00,25,91,0,0,Tidak Hujan,7,26.1,0.27173913,Rendah
1/28/2023 9:30,25.6,90,0,0,Tidak Hujan,7,26.1,0.281318681,Rendah
1/29/2023 0:00,23.8,98,0,0,Tidak Hujan,7,27.2,0.24040404,Rendah
1/29/2023 0:30,24.2,98,1.6,0,Tidak Hujan,7,27.2,0.260606061,Rendah
1/29/2023 1:00,24.4,97,1.6,1.2,Sangat Ringan,7,27.2,0.265306122,Rendah
1/29/2023 1:30,24.3,97,0,0,Tidak Hujan,7,27.2,0.247959184,Rendah
1/29/2023 10:00,24.2,96,1.6,0.2,Sangat Ringan,3,26.1,0.265979381,Rendah
1/29/2023 10:30,24.6,95,1.6,0.2,Sangat Ringan,3,26.1,0.272916667,Rendah
1/29/2023 11:00,25.3,91,1.6,0,Tidak Hujan,3,26.1,0.292391304,Rendah
1/29/2023 11:30,25.6,91,1.6,0,Tidak Hujan,3,26.7,0.295652174,Rendah
1/29/2023 12:00,25.7,89,0,0,Tidak Hujan,3,26.7,0.285555556,Rendah
1/29/2023 12:30,25.9,90,0,0,Tidak Hujan,3,26.7,0.284615385,Rendah
1/29/2023 13:00,26.3,89,0,0,Tidak Hujan,3,27.2,0.292222222,Rendah
1/29/2023 13:30,26.9,86,0,0,Tidak Hujan,3,27.2,0.309195402,Sedang
1/29/2023 14:00,27.1,86,1.6,0,Tidak Hujan,3,27.2,0.329885057,Tinggi
1/29/2023 14:30,27.4,86,1.6,0,Tidak Hujan,3,27.2,0.333333333,Extreme
1/29/2023 15:00,27.9,85,3.2,0,Tidak Hujan,3,27.8,0.361627907,Extreme
1/29/2023 15:30,28,84,1.6,0,Tidak Hujan,3,27.8,0.348235294,Extreme
1/29/2023 16:00,28.7,82,1.6,0,Tidak Hujan,3,27.8,0.365060241,Extreme
1/29/2023 16:30,29.1,82,1.6,0,Tidak Hujan,3,28.3,0.369879518,Extreme
1/29/2023 17:00,28.3,83,1.6,0,Tidak Hujan,3,28.3,0.355952381,Extreme
1/29/2023 17:30,28.9,82,1.6,0,Tidak Hujan,3,28.3,0.36746988,Extreme
1/29/2023 18:00,28.3,85,1.6,0,Tidak Hujan,4,28.3,0.347674419,Extreme
1/29/2023 18:30,27.4,91,0,0,Tidak Hujan,4,28.3,0.297826087,Rendah
1/29/2023 19:00,26.3,93,0,0,Tidak Hujan,4,28.3,0.279787234,Rendah
1/29/2023 19:30,25.8,95,0,0,Tidak Hujan,4,28.3,0.26875,Rendah
1/29/2023 2:00,24.4,98,1.6,0.2,Sangat Ringan,7,27.2,0.262626263,Rendah
1/29/2023 2:30,24.4,98,0,0,Tidak Hujan,7,27.2,0.246464646,Rendah
1/29/2023 20:00,25.6,96,0,0,Tidak Hujan,4,27.8,0.263917526,Rendah
1/29/2023 20:30,25.4,97,0,0,Tidak Hujan,4,27.8,0.259183673,Rendah
1/29/2023 21:00,25.2,97,0,0,Tidak Hujan,4,27.8,0.257142857,Rendah
1/29/2023 21:30,25.1,97,0,0,Tidak Hujan,4,27.8,0.256122449,Rendah
1/29/2023 22:00,25,97,0,0,Tidak Hujan,5,27.8,0.255102041,Rendah
1/29/2023 22:00,25,97,0,0,Tidak Hujan,5,27.8,0.255102041,Rendah
1/29/2023 22:30,25.1,97,0,0,Tidak Hujan,5,27.8,0.256122449,Rendah
1/29/2023 23:00,24.9,97,0,0,Tidak Hujan,5,27.2,0.254081633,Rendah
1/29/2023 23:30,24.6,97,0,0,Tidak Hujan,5,27.2,0.251020408,Rendah
1/29/2023 3:00,23.6,95,1.6,0,Tidak Hujan,7,27.2,0.2625,Rendah
1/29/2023 3:30,23.3,96,1.6,0,Tidak Hujan,7,27.2,0.256701031,Rendah
1/29/2023 4:00,23.2,97,1.6,0,Tidak Hujan,7,26.7,0.253061224,Rendah
1/29/2023 4:30,22.9,97,3.2,2.8,Sangat Ringan,3,26.7,0.266326531,Rendah
1/29/2023 5:00,22.8,97,0,0.8,Sangat Ringan,3,26.7,0.232653061,Rendah
1/29/2023 5:30,22.8,98,0,0.8,Sangat Ringan,3,26.1,0.23030303,Rendah
1/29/2023 6:00,22.8,98,0,0.6,Sangat Ringan,3,26.1,0.23030303,Rendah
1/29/2023 6:30,22.8,98,0,1.2,Sangat Ringan,3,26.1,0.23030303,Rendah
1/29/2023 7:00,22.8,98,0,0.4,Sangat Ringan,3,26.1,0.23030303,Rendah
1/29/2023 7:30,22.9,98,0,1.4,Sangat Ringan,3,26.1,0.231313131,Rendah
1/29/2023 8:00,23.2,98,0,0,Tidak Hujan,3,26.1,0.234343434,Rendah
1/29/2023 8:30,23.4,97,0,0.2,Sangat Ringan,3,26.1,0.23877551,Rendah
1/29/2023 9:00,23.6,98,0,0,Tidak Hujan,3,26.1,0.238383838,Rendah
1/29/2023 9:30,23.7,96,1.6,0,Tidak Hujan,3,26.1,0.260824742,Rendah
1/30/2023 0:00,24.5,97,0,0,Tidak Hujan,5,27.2,0.25,Rendah
1/30/2023 0:30,24.3,98,0,0,Tidak Hujan,5,27.2,0.245454545,Rendah
1/30/2023 1:00,24.4,98,1.6,0,Tidak Hujan,5,27.2,0.262626263,Rendah
1/30/2023 1:30,23.6,96,6.4,9.2,Ringan,3,27.2,0.309278351,Sedang
1/30/2023 10:00,26.6,88,3.2,0,Tidak Hujan,3,26.1,0.334831461,Extreme
1/30/2023 10:30,27.1,85,3.2,0,Tidak Hujan,3,26.7,0.352325581,Extreme
1/30/2023 11:00,28.2,80,3.2,0,Tidak Hujan,3,27.2,0.387654321,Extreme
1/30/2023 11:30,28.6,81,3.2,0,Tidak Hujan,3,27.2,0.387804878,Extreme
1/30/2023 12:00,28.4,81,3.2,0,Tidak Hujan,3,27.8,0.385365854,Extreme
1/30/2023 12:30,29.1,78,1.6,0,Tidak Hujan,3,27.8,0.388607595,Extreme
1/30/2023 13:00,29.4,78,3.2,0,Tidak Hujan,3,28.3,0.412658228,Extreme
1/30/2023 13:30,30.1,76,3.2,0,Tidak Hujan,3,28.3,0.432467532,Extreme
1/30/2023 14:00,29.6,78,3.2,0,Tidak Hujan,4,28.9,0.415189873,Extreme
1/30/2023 14:30,30.2,74,3.2,0,Tidak Hujan,4,28.9,0.445333333,Extreme
1/30/2023 15:00,30.4,76,1.6,0,Tidak Hujan,4,29.4,0.415584416,Extreme
1/30/2023 15:30,30.8,74,1.6,0,Tidak Hujan,4,29.4,0.432,Extreme
1/30/2023 16:00,29.8,78,3.2,0,Tidak Hujan,4,29.4,0.417721519,Extreme
1/30/2023 16:30,28.6,82,3.2,0,Tidak Hujan,4,29.4,0.38313253,Extreme
1/30/2023 17:00,28.3,85,3.2,0,Tidak Hujan,4,29.4,0.36627907,Extreme
1/30/2023 17:30,27.9,87,3.2,0,Tidak Hujan,4,29.4,0.353409091,Extreme
1/30/2023 18:00,27.5,88,1.6,0,Tidak Hujan,4,29.4,0.326966292,Tinggi
1/30/2023 18:30,27,90,0,0,Tidak Hujan,5,29.4,0.296703297,Rendah
1/30/2023 19:00,26.3,94,0,0,Tidak Hujan,5,29.4,0.276842105,Rendah
1/30/2023 19:30,25.9,95,0,0,Tidak Hujan,5,28.9,0.269791667,Rendah
1/30/2023 2:00,23.2,97,3.2,17.6,Ringan,3,26.7,0.269387755,Rendah
1/30/2023 2:30,23.1,98,1.6,3.4,Sangat Ringan,3,26.7,0.249494949,Rendah
1/30/2023 20:00,25.8,96,0,0,Tidak Hujan,5,28.9,0.265979381,Rendah
1/30/2023 20:30,25.7,96,0,0,Tidak Hujan,5,28.9,0.264948454,Rendah
1/30/2023 21:00,25.6,96,0,0,Tidak Hujan,5,28.9,0.263917526,Rendah
1/30/2023 21:30,25.6,97,0,0,Tidak Hujan,5,28.3,0.26122449,Rendah
1/30/2023 22:00,25.5,97,1.6,0,Tidak Hujan,5,28.3,0.276530612,Rendah
1/30/2023 22:30,25.3,96,1.6,0.4,Sangat Ringan,5,28.3,0.277319588,Rendah
1/30/2023 23:00,24.9,97,0,0.2,Sangat Ringan,5,28.3,0.254081633,Rendah
1/30/2023 23:30,24.8,97,0,2,Sangat Ringan,3,27.8,0.253061224,Rendah
1/30/2023 3:00,23.1,97,1.6,4,Sangat Ringan,3,26.7,0.252040816,Rendah
1/30/2023 3:30,22.8,97,1.6,2.6,Sangat Ringan,3,26.1,0.248979592,Rendah
1/30/2023 4:00,22.6,97,1.6,0.2,Sangat Ringan,3,26.1,0.246938776,Rendah
1/30/2023 4:30,22.4,98,0,0,Tidak Hujan,3,26.1,0.226262626,Rendah
1/30/2023 5:00,22.4,98,0,0,Tidak Hujan,3,26.1,0.226262626,Rendah
1/30/2023 5:30,22.3,98,0,0,Tidak Hujan,3,26.1,0.225252525,Rendah
1/30/2023 6:00,22.4,98,0,0,Tidak Hujan,3,26.1,0.226262626,Rendah
1/30/2023 6:30,22.4,98,0,0,Tidak Hujan,3,26.1,0.226262626,Rendah
1/30/2023 7:00,22.4,98,0,0,Tidak Hujan,3,26.1,0.226262626,Rendah
1/30/2023 7:30,22.9,98,0,0,Tidak Hujan,3,25.6,0.231313131,Rendah
1/30/2023 8:00,23.4,98,1.6,0,Tidak Hujan,3,25.6,0.252525253,Rendah
1/30/2023 8:30,23.8,96,1.6,0,Tidak Hujan,3,26.1,0.26185567,Rendah
1/30/2023 9:00,24.8,94,1.6,0,Tidak Hujan,3,26.1,0.277894737,Rendah
